,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Index
5.98,-1.48,47.43,47.79,-1.25,1.52,47.83,2.16,-57.06,-14.08,58.81,3.74,192.14,415.53,341.07,1,11,6
6.32,-0.01,46.73,47.06,-2.73,1.25,47.16,-15.76,-53.56,-9.32,56.6,3.9,187.38,401.62,330.21,1,11,6
7.21,-3.01,47.12,47.65,-0.41,3.32,47.77,-33.7,-53.34,-0.47,63.09,4.03,194.63,403.72,334.02,1,11,6
3.94,-1.04,46.68,46.85,-0.77,-0.43,46.86,-19.52,-43.01,2.28,47.29,4.15,198.78,406.54,337.28,1,11,6
6.37,2.55,46.14,46.37,-5.06,0.26,46.65,-11.59,-32.95,-1.41,34.96,4.24,182.92,391.41,321.91,1,11,6
4.88,-0.34,46.86,47.08,-1.81,0.1,47.12,-13.28,-32.98,-5.8,36.02,4.1,186.43,386.46,319.78,1,11,6
7.81,1.25,46.27,46.68,-4.51,2.1,46.94,-20.01,-36.74,-6.45,42.33,3.79,202.13,397.7,332.51,1,11,6
6.17,-0.11,47.53,47.85,-2.57,1.1,47.93,-28.98,-40.49,-4.42,49.99,3.57,209.4,405.26,339.97,1,11,6
5.44,-0.36,47.64,47.91,-2.03,0.54,47.96,-36.7,-42.91,-3.58,56.58,3.6,204.5,393.26,330.34,1,11,6
5.05,-0.82,47.64,47.89,-1.45,0.39,47.92,-29.68,-27.1,-3.31,40.33,3.51,201.12,390.23,327.19,1,11,6
4.45,-0.66,48.52,48.71,-1.33,-0.3,48.73,-30.41,-14.74,-6.78,34.47,2.91,231.68,446.67,375,1,11,6
4.06,-2.46,48.99,49.22,0.46,0.07,49.22,-31.64,-19.26,-14.06,39.62,2.53,246.22,463.75,391.24,1,11,6
4.03,0.97,49.31,49.39,-2.62,-1.46,49.48,-25.79,-20.17,-13.91,35.57,2.49,248.3,459.52,389.11,1,11,6
4.87,1.38,48.81,48.95,-3.35,-0.83,49.07,-18.39,-11.76,-8.58,23.45,2.55,250.35,458.33,389,1,11,6
4,-0.36,48.5,48.64,-1.4,-0.84,48.67,-26.78,-14.42,-10.42,32.15,2.61,246.01,444.27,378.18,1,11,6
1.8,1.77,48.56,48.42,-2.38,-3.73,48.62,-63.12,-31.92,-8.86,71.28,2.81,234.89,442.68,373.41,1,11,6
3.33,0.89,48.2,48.24,-2.24,-1.95,48.33,-98.64,-27.64,-12.6,103.21,2.86,237.78,443.1,374.66,1,11,6
4.18,3.66,49.39,49.37,-5.11,-2.49,49.7,-116.99,-19.13,-8.7,118.86,2.81,245.79,436.02,372.61,1,11,6
7.24,-6.25,49.43,50.08,2.51,4.52,50.35,-125.15,-33.2,-10.17,129.88,2.52,275.74,454.19,394.71,1,11,6
-2.44,12.33,50.34,49.41,-10.06,-12.25,51.89,-107.57,-33.51,-22.35,114.87,1.97,309.29,491.43,430.72,1,11,6
-2.42,11,51.24,50.36,-8.87,-11.75,52.47,-53.16,10.67,-39.06,66.83,1.79,286.49,471.7,409.97,1,11,6
-1.35,11.49,49.17,48.36,-9.78,-10.8,50.51,-50.86,-54.98,-81.28,110.53,3.79,185.92,320.36,275.55,1,11,6
-5.39,9.82,48.97,47.89,-6.52,-13.69,50.23,-53.97,-59.37,-89.41,120.14,4.07,169.25,309.42,262.7,1,11,6
-3.44,5.45,49.53,48.8,-3.43,-10.11,49.95,-75.65,-55.61,-90.49,130.4,3.97,167.99,300.96,256.63,1,11,6
0.52,0.5,51.37,51.16,-0.67,-4.6,51.37,-68.25,-71.6,-89.14,133.16,3.85,174.62,289.37,251.12,1,11,6
3.6,1.62,52.02,52.03,-3.01,-2.38,52.17,-46.12,-82.84,-86.5,128.35,3.8,197,314.26,275.17,1,11,6
-0.03,12.16,49.38,48.66,-10.95,-9.92,50.86,-73.89,-59.72,-93.45,133.26,4.33,205.36,343.44,297.41,1,11,6
3.88,12.77,48.09,47.68,-13.2,-6.55,49.9,-66.19,-43.3,-107.84,133.74,5.65,158.54,291.81,247.39,1,11,6
4.32,9.67,49.92,49.67,-10.58,-5,51.03,-59.71,-75.78,-110.61,146.77,5.8,161.39,278.23,239.29,1,11,6
6.09,7.02,51.44,51.44,-8.96,-2.41,52.27,-61.11,-85.63,-108.05,150.8,4.98,170.21,287.2,248.2,1,11,6
7.25,5.45,51.89,52.05,-8.04,-0.73,52.67,-64.42,-81.37,-103.01,146.23,4.62,170.53,287.69,248.64,1,11,6
7.32,3.48,52.49,52.74,-6.3,0.12,53.12,-70.82,-86.35,-93.37,145.57,4.78,176.81,279.86,245.51,1,11,6
6.35,0.79,52.89,53.16,-3.46,0.37,53.28,-82.76,-83.88,-79.64,142.22,4.07,194.08,287.26,256.2,1,11,6
12.39,3.86,51.91,52.58,-8.83,4.57,53.51,-67.11,-59.02,-74.26,116.19,3.49,188.19,297.42,261.01,1,11,6
16.08,2.1,49.87,50.93,-8.84,8.83,52.44,10.27,-30.84,-104.89,109.81,4.52,297.59,227.23,250.68,1,11,6
18.29,3.03,46.79,48.02,-10.63,10.7,50.33,8.3,-41.32,-103.66,111.9,4.75,252.92,237.35,242.54,1,11,6
13.79,0.19,50.41,51.35,-6.14,7.54,52.26,-10.76,-69.57,-90.8,114.89,4.42,175.28,279.77,244.94,1,11,6
17.39,-2.77,49.06,50.43,-5.02,12.17,52.12,20.95,-75.9,-97.05,124.98,4.3,193.99,282.19,252.79,1,11,6
21.9,-0.9,47.98,49.67,-8.65,15.52,52.75,45.84,-54.94,-101.35,124.06,3.93,206.27,292.3,263.62,1,11,6
17.89,-2.32,49.09,50.49,-5.65,12.43,52.31,52.58,-42.27,-86.94,110.04,3.56,246.79,333.54,304.63,1,11,6
14.45,-4.28,49.9,51.08,-2.39,10.11,52.12,27.34,-55.3,-91.1,110.02,3.31,255.48,348.08,317.21,1,11,6
7.75,-1.05,50.42,50.89,-2.41,2.66,51.02,8.12,-48.98,-105.11,116.24,3.23,251.87,362.04,325.32,1,11,6
7.99,0.06,50.13,50.59,-3.51,2.42,50.77,28.08,-41.43,-89.38,102.44,2.88,293.16,388.62,356.8,1,11,6
11.34,3.95,49.42,50.01,-8.46,3.82,50.86,64.53,-58.3,-46.08,98.42,2.3,368.3,444.43,419.05,1,11,6
9.35,3.74,49.71,50.13,-7.42,2.1,50.72,55.18,-80.84,-26.19,101.32,2.18,389.51,522.28,478.03,1,11,6
12.35,3.79,48.48,49.16,-8.75,4.89,50.17,0.5,-81.99,-19.15,84.2,2.19,346.52,475.57,432.55,1,11,6
13.5,0.54,48.81,49.72,-6.32,7.28,50.65,29.2,-30.65,-24.47,48.89,2.38,495.57,381.96,419.83,1,11,0
6.35,-0.89,49.61,49.96,-1.94,1.4,50.02,95.69,-6.4,-10.24,96.45,2.08,512.43,519.43,517.1,1,11,0
5.02,2.03,49.33,49.45,-4,-1.02,49.62,110.49,-27.81,2.74,113.97,1.6,465.43,700.9,622.41,1,11,0
9.3,1.77,48.35,48.85,-5.61,3.03,49.26,59.1,-61.1,-0.42,85.01,1.26,588.57,858.93,768.81,1,11,0
13.61,1.06,47.54,48.45,-6.83,7.28,49.47,24.7,-68.48,2.25,72.83,0.85,882.1,1249.09,1126.76,1,11,0
10.72,1.06,48.12,48.77,-5.59,4.64,49.31,60.05,-23.99,-10.93,65.58,0.67,1063.8,1472,1335.93,1,11,0
9.13,-2.65,48.24,48.91,-1.56,4.8,49.17,97.21,-23.48,-27.19,103.64,0.58,1317.64,1682.84,1561.1,1,11,0
8.98,-2.33,47.59,48.24,-1.78,4.58,48.49,81.67,-30.24,-23.34,90.16,0.6,1321.53,1657.14,1545.27,1,11,4
9.53,-2.02,47.59,48.27,-2.29,4.94,48.58,71.07,-22.98,-15.37,76.26,0.7,1177.42,1493.95,1388.44,1,11,4
6.61,-2.17,48.28,48.72,-0.9,2.32,48.78,99.04,-7.37,-23.19,101.99,0.79,1116.44,1423.88,1321.4,1,11,4
8.27,-0.56,47.41,47.92,-3.07,3.2,48.13,103.83,8.15,-34.14,109.61,0.8,1199.36,1598.35,1465.35,1,11,4
7.23,-1.89,46.95,47.43,-1.41,2.88,47.54,106.32,23.82,-17.11,110.29,0.52,1721.36,2373.26,2155.96,1,11,4
7.18,-2.05,46.12,46.61,-1.25,2.99,46.72,108.47,24.24,-14.28,112.06,0.45,1767.98,2544.17,2285.44,1,11,4
7.07,-1.69,45.77,46.24,-1.53,2.77,46.34,118.16,38.45,-23.66,126.49,0.44,1681.67,2426,2177.89,1,11,4
7.25,-2.04,45.15,45.64,-1.29,3.14,45.77,125.44,29.06,-24.91,131.15,0.46,1505.65,2188.36,1960.79,1,11,4
6.55,-2.12,44.69,45.13,-0.91,2.58,45.22,128.58,-6.96,-19.04,130.17,0.5,1268.75,1929.62,1709.33,1,11,4
6.44,-2.83,44.25,44.71,-0.23,2.83,44.8,141.9,3.51,-28.9,144.85,0.52,1294.37,1922.8,1713.32,1,11,4
6.83,-3.32,44.33,44.85,0.05,3.39,44.98,139.56,8.79,-17.68,140.95,0.47,1406.31,2115.81,1879.31,1,11,4
6.43,-2.91,44.01,44.48,-0.15,2.88,44.58,124.79,15.43,-20.2,127.35,0.49,1380.74,2095.76,1857.42,1,11,4
6.72,-2.51,43.89,44.36,-0.64,2.98,44.47,113.64,14.95,-19.12,116.2,0.54,1220.46,1833.98,1629.47,1,11,4
6.52,-2.64,43.91,44.37,-0.43,2.85,44.46,105.24,5.22,-14.29,106.33,0.57,1062.49,1573.74,1403.33,1,11,0
6.41,-2.38,44.05,44.49,-0.62,2.63,44.57,93.86,-2.87,-13.93,94.93,0.57,1052.69,1561.3,1391.76,1,11,0
6.1,-2.42,44.12,44.54,-0.45,2.37,44.6,84.27,6.47,-14.33,85.73,0.53,1186.9,1759.23,1568.46,1,11,0
6.37,-2.21,44.24,44.68,-0.75,2.51,44.75,79.46,29.1,-15.56,86.04,0.54,1105.43,1656.38,1472.73,1,11,0
6.07,-1.83,44.43,44.83,-0.97,2.06,44.88,70.09,31.94,-11.5,77.88,0.54,1144.9,1629.37,1467.88,1,11,0
5.92,-2.21,44.45,44.85,-0.56,2.08,44.9,56.36,17.55,-9.35,59.77,0.48,1226.65,1828.1,1627.62,1,11,0
6.43,-2.27,44.43,44.88,-0.72,2.57,44.95,43.68,6.88,-11.77,45.76,0.43,1350.64,2070.05,1830.24,1,11,0
6.46,-2.38,44.59,45.04,-0.64,2.63,45.12,38.94,4.74,-13.25,41.4,0.42,1467.79,2139.96,1915.91,1,11,0
6.39,-2.55,44.56,45.01,-0.46,2.64,45.09,43,-6.04,-6.88,43.96,0.41,1417.19,2112.4,1880.66,1,11,0
6.14,-2.64,44.47,44.9,-0.27,2.47,44.97,34.05,6.71,1.3,34.73,0.39,1544.99,2333.33,2070.55,1,11,0
5.66,-2.6,44.42,44.81,-0.1,2.02,44.85,27.12,20.11,-3.76,33.97,0.38,1554.5,2345.32,2081.71,1,11,0
5.65,-2.64,44.35,44.74,-0.05,2.04,44.79,22.16,14.98,-10.38,28.69,0.36,1665.24,2481.23,2209.23,1,11,0
6.43,-2.76,44.21,44.67,-0.28,2.8,44.76,22.02,0.01,-13.28,25.72,0.32,1876.25,2814.78,2501.94,1,11,0
5.94,-2.43,44.38,44.78,-0.38,2.21,44.84,26.98,-4.03,-10.69,29.3,0.31,1868.62,2872.91,2538.15,1,11,0
4.1,-2.81,44.37,44.63,0.76,0.71,44.65,28.37,8.14,0.98,29.53,0.4,1416.2,2183.73,1927.88,1,11,0
5.1,-2.72,44.07,44.42,0.26,1.61,44.45,21.37,18.5,-1.93,28.33,0.44,1323.2,1954.89,1744.33,1,11,0
6.15,-1.99,44.16,44.57,-0.86,2.23,44.64,25.08,17.28,-4.87,30.84,0.5,1140.6,1752.22,1548.34,1,11,0
5.48,-2.46,44.45,44.82,-0.14,1.8,44.85,27.03,9.7,-3.86,28.97,0.44,1339.9,2096.29,1844.16,1,11,0
5.46,-2.24,44.78,45.14,-0.33,1.66,45.17,25.71,5.9,2.45,26.49,0.37,1566.2,2369.52,2101.75,1,11,0
5.15,-2.06,45.05,45.37,-0.37,1.28,45.39,23.86,4.69,6.88,25.27,0.4,1468.88,2163.5,1931.96,1,11,0
5.52,-2.19,44.93,45.29,-0.41,1.67,45.32,13.83,-5.49,-3.74,15.34,0.34,1651.25,2524.15,2233.18,1,11,0
7.31,18.51,-21.85,-21.69,-19.77,3.49,29.56,-63.5,-54.4,-48.41,96.62,13.49,117.5,196.88,170.42,1,12,0
9.06,19.28,-22.68,-22.43,-20.96,5.03,31.11,-57.28,-57.66,-42.48,91.71,12.83,124.03,207.95,179.97,1,12,0
5.34,18.21,-21.49,-21.43,-18.97,1.66,28.67,-51.57,-61.23,-36.33,87.91,12.04,131.91,219.96,190.61,1,12,0
6.12,18.49,-22.69,-22.59,-19.44,2.4,29.9,-39.32,-59.94,-32.89,78.88,13.03,121.64,218.92,186.49,1,12,0
4.18,16.36,-23.66,-23.64,-16.89,1.12,29.07,-32.09,-51.78,-24.35,65.61,13.48,112.2,217.18,182.18,1,12,0
5.15,17.07,-21.48,-21.41,-17.82,1.76,27.92,-28.76,-44.42,-16.87,55.54,13.23,109.34,215.38,180.03,1,12,0
0.48,16.49,-26.54,-26.7,-16.06,-2.32,31.25,-22.29,-43.04,-18.81,51.99,13.67,104.92,205.74,172.13,1,12,0
6.17,16.09,-27.86,-27.72,-17.13,3.35,32.76,-29.01,-29.71,-7.72,42.23,12.55,109.69,202.69,171.69,1,12,0
3.31,21.98,-22.13,-22.23,-22.1,-1.23,31.37,-27.38,-41.55,-13.91,51.67,12.31,108.42,198.78,168.66,1,12,0
5.86,17.31,-26.72,-26.62,-18.24,2.67,32.37,-35.89,-61.17,-37.28,80.13,12.97,113.38,198.85,170.36,1,12,0
4.24,17.5,-25.1,-25.08,-18.01,0.98,30.89,-44,-65.61,-47.33,92.09,13.43,117.76,200.66,173.03,1,12,0
5.22,17.34,-24.48,-24.41,-18.1,1.93,30.45,-40.37,-57.53,-39.02,80.39,13.14,114.58,200.32,171.74,1,12,0
4.53,20.17,-22.38,-22.39,-20.66,0.43,30.46,-38.04,-62.1,-47.34,86.86,12.81,112.1,197.86,169.27,1,12,0
1.61,14.98,-24.87,-24.95,-14.89,-0.93,29.07,-53.03,-61.18,-52.11,96.29,12.76,114.03,193.93,167.3,1,12,0
6.75,20.39,-21.61,-21.5,-21.44,2.47,30.47,-62.89,-61.16,-53.81,102.91,11.3,115.64,178.43,157.5,1,12,0
3.81,18.88,-26.7,-26.72,-19.23,0.3,32.92,-57.87,-59.9,-51.37,97.86,10.88,116.98,185.97,162.98,1,12,0
4.33,19.3,-25.81,-25.81,-19.76,0.64,32.51,-51.54,-59.28,-46.19,91.13,11.26,116.28,203.96,174.73,1,12,0
6.91,19.57,-26.74,-26.61,-20.69,3.11,33.85,-54.34,-64.61,-42.88,94.69,10.67,114.74,199.49,171.24,1,12,0
6.95,19.06,-26.46,-26.32,-20.2,3.27,33.34,-43.93,-76.37,-46.65,99.69,10.18,120.66,189.65,166.65,1,12,0
2.9,17.55,-25.48,-25.54,-17.71,-0.3,31.08,-18.81,-70.33,-48.01,87.21,12.36,112.92,193.17,166.42,1,12,0
5.53,12.01,-29.38,-29.21,-13.03,3.86,32.21,-22.63,-60.91,-46.38,79.84,13.04,106.4,189.65,161.9,1,12,6
4.9,13.52,-27.69,-27.58,-14.32,2.78,31.2,-34.44,-59.38,-40.6,79.75,11.97,106.24,182.67,157.2,1,12,6
0.69,13.5,-30.74,-30.85,-13.23,-1.11,33.58,-39.45,-62.68,-36.63,82.63,10.97,105.62,180.86,155.78,1,12,6
8.41,14.57,-30.7,-30.41,-16.24,6.06,35,-51.05,-61.79,-41,90.02,10.8,100.75,184.81,156.79,1,12,6
7.3,12.63,-30.64,-30.39,-14.08,5.49,33.94,-50.52,-66.97,-38.51,92.31,8.98,116.56,192.34,167.08,1,12,6
4.56,11.76,-29.46,-29.34,-12.54,3,32.05,-79.37,-93.08,-21.31,124.17,10,161.35,222.86,202.36,1,12,6
-3.27,7.84,-28.46,-28.7,-6.74,-3.61,29.7,-92.92,-92.45,-12.33,131.66,11.16,242.62,234.88,237.46,1,12,6
-12.47,6.36,-25.1,-25.8,-2.95,-12.29,28.73,-73.53,-84.94,-1.14,112.35,10.14,339.84,268.75,292.45,1,12,6
-15.87,-0.16,-17.97,-18.78,4.22,-14.3,23.98,-43.4,-91.38,18.02,102.76,7.82,399.85,365.35,376.85,1,12,6
-17.02,-0.34,-17.64,-18.51,4.69,-15.38,24.52,-32.48,-73.95,16.93,82.52,7.45,384.51,466.5,439.17,1,12,6
-8.96,0.21,-9.83,-10.29,2.09,-8.16,13.3,-8.95,-86.11,29.7,91.53,7.99,471.84,446.98,455.27,1,12,6
-0.59,3.23,-6.04,-6.1,-2.97,-1.07,6.87,-3.79,-95.37,30.93,100.33,8.05,510.66,443.99,466.21,1,12,6
0.99,-0.41,0.12,0.18,0.15,1.05,1.08,-14.53,-97.4,26.91,102.09,8.05,470.37,462.35,465.02,1,12,6
0.25,3.51,-6.53,-6.56,-3.45,-0.29,7.42,-29.34,-93.08,18.2,99.28,7.63,418.92,478.99,458.96,1,12,6
2.23,2.76,-20.75,-20.64,-3.24,2.58,21.05,-39.54,-86,2.04,94.68,6.21,415.33,485.65,462.21,1,12,6
-4.41,2.68,-27.55,-27.78,-1.47,-3.44,28.03,-40.97,-91.44,-1.8,100.21,5.37,390.51,476,447.5,1,12,6
-2.74,3.94,-26.32,-26.48,-3.11,-2.22,26.76,-38.96,-91.77,2.69,99.73,5.8,384.32,474.65,444.54,1,12,6
-0.54,3.31,-24.74,-24.78,-3.06,-0.02,24.97,-43.56,-93.29,8.41,103.3,6.09,359.29,452.3,421.29,1,12,6
6.26,-0.73,-28.47,-28.08,-0.9,7.79,29.16,-41.37,-83.64,6.01,93.51,5.75,339.96,423.9,395.92,1,12,6
4.34,0.16,-26.9,-26.63,-1.26,5.62,27.25,-36.84,-69.05,-2.77,78.31,5.6,340.16,418.84,392.61,1,12,6
3.9,-2.24,-25.12,-24.84,1.17,5.71,25.52,-54.53,-79.57,-4.16,96.55,6.49,331.23,441.61,404.82,1,12,6
1.58,-0.29,-22.77,-22.65,-0.12,2.84,22.82,-57.53,-103.3,7.17,118.45,6.25,337.37,456.59,416.85,1,12,6
2.08,-2.28,-25.36,-25.18,1.67,3.98,25.54,-58.41,-106.12,17.7,122.42,5.92,332.16,468.67,423.17,1,12,6
2.44,-6.45,-23.57,-23.32,5.61,5.29,24.56,-54.44,-89.66,12.37,105.62,5.87,336.44,467.1,423.55,1,12,6
1.93,-8.45,-23.39,-23.13,7.67,5.3,24.94,-42.64,-99.76,-16.61,109.76,7.5,380.99,410.16,400.44,1,12,6
-0.7,-0.14,-23.53,-23.53,0.32,0.65,23.54,-32.33,-134.33,-55.9,149.04,10,387.72,305.74,333.07,1,12,6
-4.25,15.65,-24.46,-24.86,-14.04,-6.76,29.34,-44.22,-91.47,-71.25,124.09,8.87,170.01,260.98,230.66,1,12,6
-5.14,15.62,-23.96,-24.42,-13.79,-7.64,29.06,-54.05,-74.85,-64.19,112.45,10.51,128.45,227.15,194.25,1,12,6
-3.25,10.94,-25.88,-26.17,-9.75,-4.51,28.29,-49.9,-80.4,-66.34,115.57,11.15,126.94,216.94,186.94,1,12,6
1.67,14.41,-23.67,-23.75,-14.36,-0.78,27.76,-58.93,-89.86,-72.54,129.65,11.27,133.79,224.38,194.18,1,12,6
3.16,14.78,-24.64,-24.64,-15.1,0.62,28.91,-71.01,-91.65,-74.76,137.95,11.63,146.83,236.03,206.3,1,12,6
-3.14,13.7,-23.07,-23.4,-12.45,-5.27,27.02,-48.06,-91.84,-76.34,128.73,11.48,165.75,233.15,210.68,1,12,6
2.63,16.04,-25.92,-25.96,-16.18,-0.14,30.59,-18.1,-110.58,-77.04,135.98,10.49,239.98,185.45,203.63,1,12,6
-1.43,14.65,-24.91,-25.15,-13.8,-3.75,28.93,-45.45,-117.86,-76.42,147.64,10.17,282.09,196.68,225.15,1,12,6
-18.25,-1.1,-27.65,-28.56,5.73,-15.82,33.15,-34.33,-109.83,-65.06,132.19,8.08,298.73,308.4,305.18,1,12,6
-11.79,8.92,-34.74,-35.43,-5.61,-11.75,37.75,-10.22,-104.31,-53.93,117.87,6.17,307.26,389.45,362.06,1,12,6
-5.73,14.15,-34.53,-34.98,-12.22,-7.25,37.75,-19.88,-107.93,-44.49,118.42,5.91,317.29,373.17,354.54,1,12,6
1.47,17.54,-38.18,-38.29,-17.34,-0.96,42.05,-24.51,-103.28,-17.71,107.61,4.85,324.54,381.58,362.56,1,12,6
7.59,20.16,-36.7,-36.52,-21.43,4.19,42.56,-9.15,-102.51,-3.46,102.98,4.65,298.21,361.66,340.51,1,12,6
9.73,16.16,-34.36,-34.02,-18.1,7.15,39.19,4.78,-114.86,-8.22,115.25,6,279.79,373.26,342.1,1,12,6
8.53,9.06,-29.89,-29.52,-10.94,7.57,32.38,-8.09,-109.81,-25.23,112.96,6.91,342.05,364.8,357.21,1,12,6
8.83,12.52,-29.83,-29.49,-14.36,6.97,33.54,-35.94,-87.72,-37.58,101.98,6.97,376.84,345.54,355.97,1,12,6
12.42,8.57,-25.84,-25.26,-11.46,11.22,29.92,-53.86,-71.72,-35.89,96.61,7.45,297.61,340.85,326.44,1,12,6
11.48,10.05,-30.22,-29.7,-12.65,10.17,33.85,-72.28,-60.87,-35.27,100.86,8.81,334.31,269.83,291.33,1,12,6
10.85,13.37,-29.7,-29.27,-15.69,8.69,34.33,-64.78,-82.36,-48.99,115.67,9.9,186.41,239.48,221.79,1,12,6
8.69,18.76,-28.36,-28.12,-20.36,5.16,35.1,-59.71,-99.27,-52.06,127.01,9.43,118.2,224.09,188.8,1,12,6
10.41,16.83,-29.59,-29.23,-18.93,7.38,35.6,-52.36,-103.57,-56.78,129.2,10.16,121.86,206.38,178.21,1,12,6
5.87,18.44,-24.54,-24.45,-19.33,2.31,31.25,-40.56,-99.4,-64.64,125.32,12.48,115.55,199.1,171.25,1,12,6
7.11,15.33,-26.36,-26.16,-16.64,4.4,31.31,-40.44,-89.9,-57.27,114.01,12.91,119.48,210.07,179.87,1,12,6
5.84,17.75,-26.71,-26.61,-18.65,2.58,32.6,-53.67,-89.27,-60.91,120.66,11.52,214.38,149.49,171.12,1,12,6
7.16,23.66,-23.78,-23.7,-24.7,2.19,34.3,-49.54,-89.48,-73.59,126,12.17,161.72,175.27,170.75,1,12,6
3.46,18.68,-27.8,-27.83,-18.94,0.11,33.67,-44.89,-89.26,-72.89,123.68,11.89,118.79,195.39,169.85,1,12,6
0.77,14.96,-30.42,-30.55,-14.67,-1.4,33.91,-37.6,-89.19,-64.63,116.39,11.72,120.38,189.69,166.59,1,12,6
0.86,16.08,-28.92,-29.06,-15.77,-1.67,33.1,-25.36,-87.1,-63.51,110.74,13.03,112.48,192.27,165.67,1,12,6
1.67,16.06,-28.29,-28.39,-15.95,-0.93,32.58,-29.47,-77.75,-62.77,104.18,12.76,112.3,194.71,167.24,1,12,6
1.39,13.93,-26.83,-26.91,-13.82,-0.73,30.26,-29.08,-66.76,-55.68,91.67,13.65,107.87,198.82,168.51,1,12,6
3.19,14.51,-25.38,-25.37,-14.84,0.78,29.4,-35.37,-76.65,-49.49,97.85,12.95,115.08,200.49,172.02,1,12,6
4.57,14.81,-25.23,-25.15,-15.48,2.03,29.6,-34.81,-75.65,-48.87,96.56,13.08,117.74,202.78,174.43,1,12,6
3.4,14.81,-21.17,-21.17,-15.18,0.67,26.06,-37.03,-58.61,-44.24,82.24,13.57,115.98,207.06,176.7,1,12,6
6.2,7.34,-26.21,-25.95,-8.68,5.55,27.92,-58.43,-51.16,-29.84,83.2,11.88,124.19,210.86,181.97,1,12,6
6.51,9.99,-31.4,-31.15,-11.32,5.46,33.59,-62.75,-48.64,-35.24,86.87,11.15,129.07,212.28,184.54,1,12,6
5.53,9.27,-31.41,-31.2,-10.37,4.71,33.21,-49.02,-39.8,-27.57,68.9,10.53,121.15,202.44,175.34,1,12,6
4.6,8.4,-27.5,-27.33,-9.29,3.81,29.12,-51.64,-70.6,-48.76,100.14,12.16,196.26,169.11,178.16,1,12,6
7.96,16.55,-21.34,-21.12,-18.04,4.65,28.16,-55.9,-90.68,-67.53,126.13,13.99,211.61,166.18,181.33,1,12,6
1.5,11.76,-23.6,-23.65,-11.76,-0.25,26.41,-51.98,-77.03,-58.87,110,14.19,125.27,202.5,176.76,1,12,6
1.62,11.76,-24.24,-24.29,-11.78,-0.1,26.99,-60.99,-88.53,-55.55,121.01,13.95,130.85,207.17,181.73,1,12,6
5.99,15.12,-22.41,-22.27,-16.15,3.17,27.69,-46.11,-75.59,-57.43,105.54,12.65,126.57,213.76,184.7,1,12,6
2.43,16.12,-21.19,-21.26,-16.2,-0.59,26.73,-59.28,-87.16,-67.03,124.91,13.57,198.67,176.72,184.03,1,12,6
2.89,15.17,-18.79,-18.82,-15.4,-0.03,24.32,-58.52,-99.19,-72.27,135.96,14.14,247.8,152.39,184.19,1,12,6
3.21,14.85,-19.65,-19.65,-15.17,0.4,24.83,-48.87,-92.37,-64.4,122.75,14.22,201.63,164.5,176.88,1,12,6
-1.33,10.36,-24.19,-24.37,-9.68,-2.58,26.35,-55.37,-75.52,-49.07,105.72,14.55,114.45,189.58,164.54,1,12,6
1.41,11.73,-22.33,-22.38,-11.7,-0.39,25.26,-46.72,-71.91,-44.92,96.81,12.59,135.12,203.5,180.71,1,12,6
-0.57,4.83,-25.21,-25.27,-4.52,-0.39,25.67,-57.25,-61.45,-43.81,94.73,12.63,129.38,205.3,180,1,12,6
-0.75,7.24,-23.98,-24.09,-6.81,-1.24,25.06,-56.93,-68.19,-45.03,99.59,13.15,130.94,206.5,181.31,1,12,6
0.26,9.33,-22.93,-23.01,-9.09,-0.86,24.75,-55.17,-74.62,-45.91,103.53,13.51,133.54,208.07,183.23,1,12,6
-0.21,2.95,-24.08,-24.09,-2.8,0.38,24.26,-55.08,-66.19,-41.59,95.63,13.54,128.2,211.09,183.46,1,12,6
-1.26,1.19,-25.94,-25.98,-0.83,-0.09,25.99,-43.81,-53.36,-30.93,75.66,13.23,123.65,218.48,186.87,1,12,6
-1.98,1.72,-24.92,-25.01,-1.16,-0.98,25.06,-36.47,-51.43,-26.96,68.57,12.95,127.15,223.61,191.46,1,12,6
-0.47,3.52,-26.1,-26.13,-3.28,0.09,26.34,-40.06,-69.48,-22.8,83.38,11.59,136.86,220.55,192.65,1,12,6
2.69,2.74,-25.99,-25.85,-3.33,3.34,26.27,-45.42,-81.68,-28.01,97.56,12.74,131.75,218.11,189.32,1,12,6
0.7,6.1,-24.84,-24.85,-6.08,0.49,25.59,-35.78,-72.41,-29.8,86.09,13.73,123.49,214.69,184.29,1,12,6
-1.33,3.4,-26.8,-26.88,-2.95,-0.67,27.05,-21.73,-57.46,-24.53,66.15,12.49,127.3,213.12,184.51,1,12,6
2.84,6.06,-26.15,-26.04,-6.59,2.65,26.99,-39.22,-69.92,-35.74,87.77,13.09,131.5,226.67,194.95,1,12,6
1.98,8.53,-28.05,-28.02,-8.75,1.29,29.38,-23.59,-75.51,-38.89,88.15,13.04,132.36,226.85,195.35,1,12,6
-1.53,7.31,-27.23,-27.37,-6.68,-1.83,28.23,-17.32,-65.97,-33.03,75.78,11.47,128.31,208.63,181.86,1,12,6
-3.27,2.77,-30.4,-30.57,-1.85,-2.18,30.7,-26.24,-60.76,-27.22,71.57,12,120.25,205.52,177.09,1,12,6
3.56,5.91,-31.25,-31.09,-6.62,3.66,32,-34.99,-60.93,-26.01,74.92,12.51,119.13,212.01,181.05,1,12,6
